Name,Price,Price per Unit,Clubcard Discount,Category,Date
Tesco Soft Apricots 250G,£2.00,£8.00/kg,null,seed_nuts,2024-11-05
Stockwell & Co Roasted & Salted Cashews 125G,£0.99,£7.92/kg,null,seed_nuts,2024-11-05
Stockwell & Co Fruit And Nut Mix 200G,£0.59,£2.95/kg,null,seed_nuts,2024-11-05
Stockwell & Co Roasted & Salted Peanuts 200G,£0.54,£2.70/kg,null,seed_nuts,2024-11-05
Grower's Harvest Sultanas 500G,£1.10,£2.20/kg,null,seed_nuts,2024-11-05
Tesco Whole Foods Pistachio Nuts 250G,£6.20,£24.80/kg,null,seed_nuts,2024-11-05
Tesco Mixed Nuts 250G,£3.40,£13.60/kg,null,seed_nuts,2024-11-05
Bear Pure Fruit Yoyo Strawberry 9X20g,£4.65,£2.58/100g,null,seed_nuts,2024-11-05
Tesco Pecan Halves 200G,£3.50,£17.50/kg,null,seed_nuts,2024-11-05
Tesco Mango 200G,£3.60,£18.00/kg,null,seed_nuts,2024-11-05
Tesco Wholefoods 4 Seed Mix 300G,£2.25,£7.50/kg,null,seed_nuts,2024-11-05
Fruit Bowl Strawberry Peelers 5X16g,£2.75,£3.44/100g,null,seed_nuts,2024-11-05
Tesco Finest Roasted Nut Selection 190G,£3.70,£19.47/kg,null,seed_nuts,2024-11-05
Tesco Pistachio Nuts 200G,£2.65,£13.25/kg,null,seed_nuts,2024-11-05
Tesco Whole Blanched Almonds 100G,£1.80,£18.00/kg,null,seed_nuts,2024-11-05
Kp Salt & Vinegar Peanuts 225G,£3.25,£14.44/kg,null,seed_nuts,2024-11-05
Tesco Dried Mango 100G,£2.15,£21.50/kg,null,seed_nuts,2024-11-05
Kp Honey Roast Peanuts 225G,£3.25,£14.44/kg,null,seed_nuts,2024-11-05
Tesco Sea Salt & Black Pepper Cashew Nuts 150G,£2.45,£16.33/kg,null,seed_nuts,2024-11-05
Tesco Apple & Strawberry Fruit Slurpers 4X90g,£2.25,£0.62/100g,null,seed_nuts,2024-11-05
Tesco Apple & Banana Fruit Slurpers 4X90g,£2.25,£0.62/100g,null,seed_nuts,2024-11-05
Whitworths Sunny Raisins 14 X 14G,£2.40,£12.24/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Tesco Ready To Eat Apricots 500G,£4.00,£8.00/kg,null,seed_nuts,2024-11-05
Bear Pure Fruit Yoyo Raspberry 5 X 20G,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Mr. Porky Crispy Pork Strips 35G,£1.30,£3.71/100g,null,seed_nuts,2024-11-05
Kellogg's Fruit Winders Doubles Strawberry & Blackcurrant 5X17g,£2.00,£2.35/100g,Save 25% £1.50 Clubcard Price,seed_nuts,2024-11-05
Kellogg's Fruit Winders Doubles Strawberry & Apple Snack Rolls 5x17g,£2.00,£2.35/100g,Save 25% £1.50 Clubcard Price,seed_nuts,2024-11-05
Fruit Factory Multi Fruit Strings 5 Pack 100G,£2.45,£2.45/100g,£1.95 Clubcard Price,seed_nuts,2024-11-05
Tesco Currants 500G,£2.00,£4.00/kg,null,seed_nuts,2024-11-05
Fruit Factory Multi Fruit Stars 5 Pack 100G,£2.45,£2.45/100g,£1.95 Clubcard Price,seed_nuts,2024-11-05
Tesco Sunflower Seeds 150G,£1.20,£8.00/kg,null,seed_nuts,2024-11-05
Tesco Organic Medjool Dates 200G,£2.50,£12.50/kg,null,seed_nuts,2024-11-05
Tesco Seedless Raisins 12 Pack 168G,£1.40,£8.33/kg,null,seed_nuts,2024-11-05
Whitworths Dried Golden Malatya Apricots 140G,£2.00,£14.29/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
nakd. Berry Delight Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,seed_nuts,2024-11-05
Tesco Roasted & Salted Almonds 100G,£1.55,£15.50/kg,null,seed_nuts,2024-11-05
Tesco Bombay Mix Snacks 200 G,£1.45,£7.25/kg,null,seed_nuts,2024-11-05
Tesco Glace Cherries 200G,£1.80,£9.00/kg,null,seed_nuts,2024-11-05
Tesco Sesame Seeds 100G,£1.20,£12.00/kg,null,seed_nuts,2024-11-05
Tesco Yogurt Coated Strawberry Fruit Bites 125G,£2.00,£1.60/100g,null,seed_nuts,2024-11-05
Tesco Prunes 250G,£2.00,£8.00/kg,null,seed_nuts,2024-11-05
Tesco Roasted Monkey Nuts 250G,£1.25,£5.00/kg,null,seed_nuts,2024-11-05
Tesco Milled Flax Seed Mix 175G,£1.75,£10.00/kg,£1.40 Clubcard Price,seed_nuts,2024-11-05
Walkers Sensations Coated Peanuts Smoked Chilli Sharing Bag 150g,£2.50,£1.67/100g,null,seed_nuts,2024-11-05
Tesco Bbq Flavoured Coated Peanuts 200G,£1.30,£6.50/kg,null,seed_nuts,2024-11-05
Peppa Pig Mini Snack Raisins 9X14g,£1.15,£9.13/kg,null,seed_nuts,2024-11-05
Tesco Soft Figs 250G,£2.00,£8.00/kg,null,seed_nuts,2024-11-05
Tesco Mixed Nuts & Pecans 25G,£0.70,£28.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Cashew Nuts 25G,£0.70,£28.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Cashew Nuts Snack Pack 60G,£1.00,£1.67/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Flame Raisins 500G,£3.30,£6.60/kg,null,seed_nuts,2024-11-05
Tesco Sunflower Seeds 300G,£2.80,£9.33/kg,null,seed_nuts,2024-11-05
Tesco Fruit And Nut Mix 200G,£2.65,£13.25/kg,null,seed_nuts,2024-11-05
Tesco Wholefood Ready To Eat Prunes 1Kg,£6.25,£6.25/kg,null,seed_nuts,2024-11-05
Tesco Roasted Salted Cashew Nuts 350,£4.40,£12.57/kg,null,seed_nuts,2024-11-05
Tesco Hazelnuts 250G,£3.50,£14.00/kg,null,seed_nuts,2024-11-05
Tesco Cranberries 100G,£2.00,£20.00/kg,null,seed_nuts,2024-11-05
Kp Unsalted Peanuts 250G,£3.25,£13.00/kg,£2.75 Clubcard Price,seed_nuts,2024-11-05
Fruit Bowl Raspberry Peelers 5X16g,£2.75,£3.44/100g,null,seed_nuts,2024-11-05
Tesco Organic Ground Almonds 100G,£2.50,£25.00/kg,null,seed_nuts,2024-11-05
Tesco Roasted Chopped Hazelnut 100G,£2.10,£21.00/kg,null,seed_nuts,2024-11-05
Tesco Whole Blanched Hazelnuts 100G,£2.10,£21.00/kg,null,seed_nuts,2024-11-05
Tesco Soft Figs 440G,£4.20,£9.54/kg,null,seed_nuts,2024-11-05
Tesco Unsalted Mixed Nuts & Raisins 250G,£2.00,£8.00/kg,null,seed_nuts,2024-11-05
Tesco Tropical Fruit Slurpers 4X90g,£2.25,£0.62/100g,null,seed_nuts,2024-11-05
Tesco Apple Fruit Slurper 4X90g,£2.25,£0.62/100g,null,seed_nuts,2024-11-05
Bear Bites Strawberry & Butternut Squash 5 Pack,£2.85,£3.17/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Organix Banana & Date 6 X 17G,£2.80,£2.74/100g,£2.50 Clubcard Price,seed_nuts,2024-11-05
Bear Giant Yoyo Strawberry & Mango 5 X 20G,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Bear Pure Fruit Yoyo Apple 5 X 20G,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Bear Pure Fruit Yoyo Mango 5 X 20G,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Bear Blackcurrant Yoyo Multipack 5X20g,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Fruit Factory 4 Flavour Fruit Twists 5 X 18G,£2.45,£27.22/kg,£1.95 Clubcard Price,seed_nuts,2024-11-05
Fruit Factory Fruit Strings Strawberry 5X20g,£2.45,£2.45/100g,£1.95 Clubcard Price,seed_nuts,2024-11-05
Tesco Pumpkin Seeds 250G,£1.95,£7.80/kg,null,seed_nuts,2024-11-05
Fruit Factory Fruit Hearts Strawberry 5X20g,£2.45,£2.45/100g,£1.95 Clubcard Price,seed_nuts,2024-11-05
Gogo Squeez Fruit Snack Apple Strawberry 4X90g,£2.55,£0.71/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
nakd. Cocoa Orange Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,seed_nuts,2024-11-05
Tesco 5 Coated Raisins In A Yogurt Coating 125G,£2.00,£1.60/100g,null,seed_nuts,2024-11-05
Whitworths Chopped Dates 250G,£2.00,£8.00/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Stoned Sayer Dates 300G,£2.00,£6.67/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Tesco Unsalted Roasted Monkey Nuts 300G,£1.50,£5.00/kg,null,seed_nuts,2024-11-05
Kp Honey Roasted Peanuts 375G,£4.50,£12.00/kg,£3.50 Clubcard Price,seed_nuts,2024-11-05
Tesco Chopped Mixed Nuts 200G,£1.75,£8.75/kg,null,seed_nuts,2024-11-05
Marmite Oven Baked Cashews 90G,£2.50,£27.78/kg,null,seed_nuts,2024-11-05
Whitworths Extra Juicy Sultanas 325G,£2.00,£6.15/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Tesco Italian Mixed Peel 200G,£1.30,£6.50/kg,null,seed_nuts,2024-11-05
Whitworths Sunny Fruit Mix Ups Apricot & Mango 4X18g,£1.25,£1.74/100g,null,seed_nuts,2024-11-05
Tesco Coated Peanuts Pigs In Blankets 200G,£1.30,£6.50/kg,null,seed_nuts,2024-11-05
Tesco Mixed Fruit With Cranberry And Apricots 500G,£1.90,£3.80/kg,null,seed_nuts,2024-11-05
Grower's Harvest Trail Mix 300G,£1.29,£4.30/kg,null,seed_nuts,2024-11-05
Tesco Snack Pack Mango 35G,£1.00,£28.57/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Linwoods Milled Organic Flaxseed 425G,£6.30,£14.82/kg,null,seed_nuts,2024-11-05
Tesco Walnut Halves 250G,£3.60,£14.40/kg,null,seed_nuts,2024-11-05
Tesco Wholefood Luxury Fruit & Nut Mix 300G,£4.20,£14.00/kg,null,seed_nuts,2024-11-05
Bear Yoyo Mango 9Pack 180G,£4.65,£2.58/100g,null,seed_nuts,2024-11-05
Bear Yoyo Blackcurrant 9 Pack 180G,£4.65,£2.58/100g,null,seed_nuts,2024-11-05
Tesco Peanuts And Raisins 300G,£2.50,£8.33/kg,null,seed_nuts,2024-11-05
Tesco Wholefood Pistachio Nuts In Shell 250G,£3.70,£14.80/kg,null,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - Chocolate Chip Salted Caramel 60g,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Tesco Seedless Raisins 1Kg,£3.60,£3.60/kg,null,seed_nuts,2024-11-05
Tesco Sesame Seeds 300G,£2.50,£8.33/kg,null,seed_nuts,2024-11-05
Tesco Organic Mixed Nuts 200G,£3.30,£16.50/kg,null,seed_nuts,2024-11-05
Tesco Organic Fair Trade Cashew Nuts 150G,£3.20,£21.33/kg,null,seed_nuts,2024-11-05
Fruit Bowl Blackcurrant Peelers 5X16g,£2.75,£3.44/100g,null,seed_nuts,2024-11-05
Tesco Jumbo Peanuts 300G,£2.10,£7.00/kg,null,seed_nuts,2024-11-05
Tesco Organic Brazil Nuts 100G,£2.10,£21.00/kg,null,seed_nuts,2024-11-05
Graze Marmite Crunch Sharing Bag 100G,£2.50,£25.00/kg,£1.50 Clubcard Price,seed_nuts,2024-11-05
Kp Chilli Peanuts 225G,£3.25,£14.44/kg,null,seed_nuts,2024-11-05
Bear Yoyo Sours Strawberry & Apple 5X20g,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Bear Bites Blackcurrant & Beetroot 5 X 18G,£2.85,£3.17/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
KIND Protein Crunchy Peanut Butter Snack bars 3x42g,£3.50,£2.78/100g,null,seed_nuts,2024-11-05
Bear Giant Yoyo Apple & Blackcurrant 5 X 20G,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
KIND Dark Chocolate Nuts & Sea Salt bars Cereal bars 3x30g,£3.00,£3.33/100g,Save 1/3 £2.00 Clubcard Price,seed_nuts,2024-11-05
Tesco Hazelnuts 200G,£2.65,£13.25/kg,null,seed_nuts,2024-11-05
Whitworths Sunny Raisin 6 X42.5G,£2.40,£9.41/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Tesco Strawberry & Banana Bars 5X30g,£2.15,£1.43/100g,null,seed_nuts,2024-11-05
Gogo Squeez Fruit Snack Apple Mango 4X90g,£2.55,£0.71/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Tesco Organic Walnut Halves 100G,£2.10,£21.00/kg,null,seed_nuts,2024-11-05
Tesco Mixed Berries 25G,£0.70,£28.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
nakd. Blueberry Muffin Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,seed_nuts,2024-11-05
nakd. Cocoa Delight Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,seed_nuts,2024-11-05
nakd. Bakewell Tart Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,seed_nuts,2024-11-05
Fulfil Chocolate Salted Caramel Vitamin & Protein Bar 40G,£2.00,£5.00/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
Tesco Pecan Nuts 100G,£2.40,£24.00/kg,null,seed_nuts,2024-11-05
Tesco Flax Seeds 150G,£1.20,£8.00/kg,null,seed_nuts,2024-11-05
Tesco Poppy Seeds 100G,£1.20,£12.00/kg,null,seed_nuts,2024-11-05
Tesco Figs 250G,£2.40,£9.60/kg,null,seed_nuts,2024-11-05
Tesco 5 Banana Bites With A Yogurt Coating 125G,£2.00,£1.60/100g,null,seed_nuts,2024-11-05
Tesco Golden Flaxseeds 250G,£1.30,£5.20/kg,null,seed_nuts,2024-11-05
Love Corn Sea Salt 115G,£2.20,£1.91/100g,null,seed_nuts,2024-11-05
Tesco Chia Seeds 100G,£1.00,£10.00/kg,null,seed_nuts,2024-11-05
Tesco Almonds 25G,£0.70,£28.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Fruit & Nut Snack Pot 55G,£1.00,£18.18/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Grower's Harvest Island Mix 300G,£1.29,£4.30/kg,null,seed_nuts,2024-11-05
Tesco Chocolate Fruit & Nut Mix Snack Pack 60G,£1.00,£16.67/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Finest Fruit & Nut 190G,£3.70,£19.47/kg,null,seed_nuts,2024-11-05
Tesco Brazil Nuts 250G,£3.55,£14.20/kg,null,seed_nuts,2024-11-05
Tesco Chia Seeds 500G,£3.90,£7.80/kg,null,seed_nuts,2024-11-05
Tesco Almonds 250G,£3.10,£12.40/kg,null,seed_nuts,2024-11-05
Tesco Organic Walnuts 100G,£3.00,£30.00/kg,null,seed_nuts,2024-11-05
Tesco Organic Cranberries 100G,£2.80,£28.00/kg,null,seed_nuts,2024-11-05
Tesco Cashew & Raisins 200G,null,null,null,seed_nuts,2024-11-05
Wholefoods Goji Berry 200G,£3.80,£19.00/kg,null,seed_nuts,2024-11-05
Forest Feast Preda Fair-Trade Dried Mango 100G,null,null,null,seed_nuts,2024-11-05
Tesco Organic Walnut Pieces 100G,£2.50,£25.00/kg,null,seed_nuts,2024-11-05
Tesco Toasted 3 Seed Mix 300G,£3.10,£10.33/kg,null,seed_nuts,2024-11-05
Tesco Organic Dried Mango 100G,£2.80,£28.00/kg,null,seed_nuts,2024-11-05
Tesco Organic Raisins 375G,£2.80,£7.47/kg,null,seed_nuts,2024-11-05
Tesco Fruit & Seed Mix 300G,£3.10,£10.33/kg,null,seed_nuts,2024-11-05
Tesco Chewy Dried Banana 200G,£3.80,£19.00/kg,null,seed_nuts,2024-11-05
Whitworths Californian Raisins 400G,£3.45,£8.62/kg,null,seed_nuts,2024-11-05
Tesco Organic Fair Trade Brazil Nuts 150G,£3.15,£21.00/kg,null,seed_nuts,2024-11-05
Fruit Bowl Unicorn Fruit Flakes 5X18g,£2.25,£2.50/100g,null,seed_nuts,2024-11-05
Tesco Mango & Banana Bars 5 X 30G,£2.15,£1.43/100g,null,seed_nuts,2024-11-05
TREK Original Oat Protein Flapjacks Multipack 3 x 50g,£3.60,£2.40/100g,£2.50 Clubcard Price,seed_nuts,2024-11-05
Tesco Organic Flaked Almonds 100G,£2.50,£25.00/kg,null,seed_nuts,2024-11-05
Tesco Roasted Salted Pistachio Kernels 100G,£3.30,£33.00/kg,null,seed_nuts,2024-11-05
Tesco Goji Berries 100G,£2.00,£20.00/kg,null,seed_nuts,2024-11-05
Tesco Organic Almonds 200 G,£3.30,£16.50/kg,null,seed_nuts,2024-11-05
Tesco Organic Cashew Nuts 100G,£2.10,£21.00/kg,null,seed_nuts,2024-11-05
Tesco Cashew Nuts & Raisins 200G,£2.00,£10.00/kg,null,seed_nuts,2024-11-05
Tesco Raisin Mix 200G,£2.00,£10.00/kg,null,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - Jaffa Quake Chocolate Orange 60g,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - White Chocolate Cookie 60g,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - White Chocolate Salted Peanut 60g,null,null,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - Dark Chocolate Mint 60g,null,null,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - Caramel Chaos 60g,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Carb Killa Protein Bar - Peanut Nutter 60g,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Protein Bar - Fudged Up Fudge 60g,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
nakd. Cashew Cookie Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,seed_nuts,2024-11-05
Whitworths Crystalised Ginger 175G,£2.35,£13.43/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Fulfil Peanut & Caramel Vitamin & Protein Bar 40G,£2.00,£5.00/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
Walkers Max Coated Peanuts Jalapeño & Cheese Sharing Bag 175g,£2.50,£14.29/kg,£1.50 Clubcard Price,seed_nuts,2024-11-05
Love Corn Smoked Bbq 115G,£2.20,£1.91/100g,null,seed_nuts,2024-11-05
Urban Fruit Snack Pack Mango 35G,£1.10,£3.14/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
"Love,Corn Bbq Roasted Corn Snack 45G",£1.10,£2.44/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
Naturya Organic Hemp Protein Powder 300G,£12.00,£40.00/kg,null,seed_nuts,2024-11-05
Naturya Organic Cacao Powder Fair Trade 250G,£6.50,£26.00/kg,null,seed_nuts,2024-11-05
"Linwoods Milled Flax, Nuts & Q10 360G",£6.20,£17.22/kg,£5.50 Clubcard Price,seed_nuts,2024-11-05
Linwoods Shelled Hemp 200G,£5.70,£28.50/kg,null,seed_nuts,2024-11-05
Naturya Organic Cacao Nibs 125G,£4.00,£32.00/kg,null,seed_nuts,2024-11-05
Linwoods Organic Flax Sunflower Seeds Berries 425G,£6.40,£15.06/kg,null,seed_nuts,2024-11-05
Naturya Super Boost Breakfast Cacao 150G,£5.00,£33.33/kg,null,seed_nuts,2024-11-05
Naturya Super Food Breakfast Berries 150G,£5.00,£33.33/kg,null,seed_nuts,2024-11-05
Naturya Gut Feel Flaxseed Blend Mixed Berry 240g,£4.80,£20.00/kg,null,seed_nuts,2024-11-05
Naturya Chia+ Chocolate Organic 175g,£4.80,£27.43/kg,null,seed_nuts,2024-11-05
Tesco Organic Mixed Nuts 250G,£4.75,£19.00/kg,null,seed_nuts,2024-11-05
Linwoods Flax Seeds Biological Cultures & Vitamin D 200G,£4.40,£22.00/kg,null,seed_nuts,2024-11-05
Naturya Organic Maca Powder 125G,£4.00,£32.00/kg,null,seed_nuts,2024-11-05
Naturya Organic Spirulina Powder 100G,£5.00,£50.00/kg,null,seed_nuts,2024-11-05
Naturya Super Food Breakfast Seed Crunch 150G,£5.00,£33.33/kg,null,seed_nuts,2024-11-05
Linwoods Organic Milled Hemp Flax & Chia Seeds 200G,£4.20,£21.00/kg,null,seed_nuts,2024-11-05
Forest Feast Tropical Dried Pineapple 120G,£3.90,£3.25/100g,null,seed_nuts,2024-11-05
Tesco Dried Mixed Fruit 1Kg,£3.40,£3.40/kg,null,seed_nuts,2024-11-05
SCI-MX Protein Cookie - Double Chocolate 75g,£2.00,£2.67/100g,Save 25% £1.50 Clubcard Price,seed_nuts,2024-11-05
Tesco Fruit Nut & Seed Mix 300G,£3.10,£10.33/kg,null,seed_nuts,2024-11-05
Tesco Organic Sultanas 375G,£2.80,£7.47/kg,null,seed_nuts,2024-11-05
Whitworths Stoned Dates 350G,£2.00,£5.71/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Tesco Currants 1Kg,£3.60,£3.60/kg,null,seed_nuts,2024-11-05
Tesco Organic Pumpkin Seeds 100G,£1.80,£18.00/kg,null,seed_nuts,2024-11-05
KIND Caramel Almond & Sea Salt cereal bars 3x30g,£3.00,£3.33/100g,Save 1/3 £2.00 Clubcard Price,seed_nuts,2024-11-05
Grenade Carb Killa Birthday Cake Protein Bar 60G,£2.70,£4.50/100g,Save 25% £2.00 Clubcard Price,seed_nuts,2024-11-05
Whitworths Chopped Apricots 140G,£2.00,£14.29/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Fusions Watermelon Papaya 80G,£2.30,£28.75/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Fusions Coconut Pineapple 80G,£2.30,£28.75/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Fusions Strawberry Mango 75G,£2.30,£30.67/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
KIND Protein Dark Chocolate snack Bar 50g,£2.20,£4.40/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
KIND Protein Crunchy Peanut Butter Snack bar 50G,£2.20,£4.40/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
"Love,Corn Sea Salt Roasted Corn Snack 45G",£1.10,£2.44/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
Tesco Protein Bites Peanut & Cocoa 45G,£0.90,£20.00/kg,null,seed_nuts,2024-11-05
Tesco Nutty Bites Mocha Flavour 45G,£0.90,£20.00/kg,null,seed_nuts,2024-11-05
Tesco Protein Bites Almond & Raspberry 45G,£0.90,£20.00/kg,null,seed_nuts,2024-11-05
Clif Energy Bar - Crunchy Peanut Butter 68g,£1.85,£2.72/100g,£1.00 Clubcard Price,seed_nuts,2024-11-05
Clif Energy Bar - White Chocolate Macadamia Nut 68g,£1.85,£2.72/100g,£1.00 Clubcard Price,seed_nuts,2024-11-05
Naturya Organic Turmeric Blend 250G,£8.00,£32.00/kg,null,seed_nuts,2024-11-05
Naturya Menopause Support Mixed Berry Flavour 175g,£9.00,£51.43/kg,null,seed_nuts,2024-11-05
Naturya Collagen Support Vivid Vanilla 140g,£8.00,£57.14/kg,null,seed_nuts,2024-11-05
Crazy Jack Organic Organic Soft Ready To Eat Prunes 200G,£4.00,£20.00/kg,£3.50 Clubcard Price,seed_nuts,2024-11-05
Tesco Macadamia Nuts 100G,£3.25,£32.50/kg,null,seed_nuts,2024-11-05
Tesco Sultanas 1Kg,£3.60,£3.60/kg,null,seed_nuts,2024-11-05
Forest Feast Berries & Cherries 170G,£4.00,£23.53/kg,£2.80 Clubcard Price,seed_nuts,2024-11-05
BEAR Fruit Dried Coconut Chips 4x18g,£2.95,£40.97/kg,null,seed_nuts,2024-11-05
BEAR Fruit Dried Mango 4x25g,£3.00,£30.00/kg,null,seed_nuts,2024-11-05
Midland Snacks Traditional Pork Scratchings 40G,£1.50,£3.75/100g,null,seed_nuts,2024-11-05
BEAR Fruit Dried Cherries 75g,£2.60,£34.67/kg,£2.10 Clubcard Price,seed_nuts,2024-11-05
BEAR Fruit Dried Pineapple 100g,£2.60,£26.00/kg,£2.10 Clubcard Price,seed_nuts,2024-11-05
BEAR Fruit Dried Strawberries 90g,£2.60,£28.89/kg,£2.10 Clubcard Price,seed_nuts,2024-11-05
BEAR Fruit Dried Blueberries 75g,£2.60,£34.67/kg,£2.10 Clubcard Price,seed_nuts,2024-11-05
