Name,Price,Price per Unit,Clubcard Discount,Category,Date
Marmite Yeast Extract 500G,£5.85,£1.17/100g,null,spread_jam,2024-11-05
Pip & Nut Sweet & Salty Crunchy Peanut Butter 300G,£3.25,£1.08/100g,null,spread_jam,2024-11-05
Pip & Nut Sweet & Salty Smooth Peanut Butter 300G,£3.25,£1.08/100g,null,spread_jam,2024-11-05
Bonne Maman Lemon Curd 360g,£2.90,£0.81/100g,null,spread_jam,2024-11-05
Sun-Pat Smooth Peanut Butter 300g,£2.80,£0.93/100g,null,spread_jam,2024-11-05
Sun-Pat Crunchy Peanut Butter 300g,£2.80,£0.93/100g,null,spread_jam,2024-11-05
Fearne & Rosie Raspberry Preserve 310g,null,null,£2.50 Clubcard Price,spread_jam,2024-11-05
Fearne & Rosie Strawberry Preserve 310g,null,null,£2.50 Clubcard Price,spread_jam,2024-11-05
Fearne & Rosie Superberry Preserve 310g,£3.20,£1.03/100g,£2.50 Clubcard Price,spread_jam,2024-11-05
Hilltop Maple Flavoured Syrup 230G,£2.00,£0.87/100g,null,spread_jam,2024-11-05
Nutella Hazelnut Chocolate Spread 1Kg,£6.95,£0.70/100g,null,spread_jam,2024-11-05
Jimjams Hazelnut Chocolate Spread 350G,£2.80,£0.80/100g,null,spread_jam,2024-11-05
Bonne Maman Caramelised Apple Spread 275g,£2.90,£1.06/100g,£2.00 Clubcard Price,spread_jam,2024-11-05
Bonne Maman Chocolate and Orange Spread 275g,£2.90,£1.06/100g,£2.00 Clubcard Price,spread_jam,2024-11-05
Bonne Maman Crunchy Hazelnut Chocolate Spread 250g,£3.00,£1.20/100g,null,spread_jam,2024-11-05
Hilltop Everyday Blossom Honey 250g,£1.85,£0.74/100g,£1.65 Clubcard Price,spread_jam,2024-11-05
Hartleys Best Apricot Jam 340G,£1.70,£0.50/100g,£1.35 Clubcard Price,spread_jam,2024-11-05
Tesco Apricot Jam 454G,£0.89,£0.20/100g,null,spread_jam,2024-11-05
Tesco Raspberry Jam 454G,£0.89,£0.20/100g,null,spread_jam,2024-11-05
Hilltop Premium Manuka Honey 500+ Mgo 225G,£20.00,£8.89/100g,£18.00 Clubcard Price,spread_jam,2024-11-05
Hilltop Premium Manuka Honey 250+ Mgo 225G,£12.00,£5.33/100g,£10.80 Clubcard Price,spread_jam,2024-11-05
Hilltop Premium Manuka 100+ Mgo Honey Of New Zealand 225G,£8.00,£3.56/100g,£7.20 Clubcard Price,spread_jam,2024-11-05
Nuts About Nature 100% Almond Butter Smooth 340G,£4.70,£1.38/100g,null,spread_jam,2024-11-05
SKIPPY Creamy Extra Smooth Peanut Butter 600g,£4.25,£0.71/100g,null,spread_jam,2024-11-05
Manilife Salted Caramel Peanut Butter 260g,£4.00,£1.54/100g,Save 25% £3.00 Clubcard Price,spread_jam,2024-11-05
Manilife Crunchy Almond Butter 160g,£4.00,£2.50/100g,null,spread_jam,2024-11-05
Manilife Smooth Almond Butter 160g,£4.00,£2.50/100g,null,spread_jam,2024-11-05
Barr Irn Bru 2 Litre Bottle,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Irn Bru Drink 2 Litre,soft_drink,2024-11-05
Irn Bru Xtra 2Ltr,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Irn Bru Drink 2 Litre,soft_drink,2024-11-05
Pepsi Max No Sugar Cola Cans 24x330ml,£10.50,£0.13/100ml,null,soft_drink,2024-11-05
Pepsi Max Cherry No Sugar Cola Cans 24x330ml,£10.50,£0.13/100ml,null,soft_drink,2024-11-05
Coca Cola Regular 24 X 330 Ml Pack,£13.99,£0.18/100ml,null,soft_drink,2024-11-05
Coca-Cola Zero Sugar 24x330ml,£11.00,£0.14/100ml,null,soft_drink,2024-11-05
Diet Coke 24x330ml,£11.00,£0.14/100ml,null,soft_drink,2024-11-05
Pepsi Max No Sugar Cola Cans 8x330ml,£3.99,£0.15/100ml,Any 2 for £6.50 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 330ml,soft_drink,2024-11-05
Coca-Cola Original Taste 8x330ml,£5.49,£0.21/100ml,null,soft_drink,2024-11-05
Fanta Zero Orange 8x330ml,£3.75,£0.14/100ml,Any 2 for £6.50 Clubcard Price - Selected Drinks,soft_drink,2024-11-05
Pepsi Max Cherry No Sugar Cola Bottle 2L,£1.79,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 2 Litre,soft_drink,2024-11-05
Pepsi Max No Sugar Cola Bottle 2L,£1.79,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 2 Litre,soft_drink,2024-11-05
Schweppes Slimline Lemonade 2L,£1.45,£0.07/100ml,Any 3 for £3 Clubcard Price - Schweppes Lemonade,soft_drink,2024-11-05
Coca-Cola Zero Sugar 2L,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Diet Coke 2L,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Diet Coke No Caffeine 2L,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Diet Coke 8X330ml,£4.25,£0.16/100ml,null,soft_drink,2024-11-05
Coca-Cola Zero Sugar 8 x 330ml,£4.25,£0.16/100ml,null,soft_drink,2024-11-05
Tesco Diet Lemonade 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Fanta Orange Zero 2 Litre,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Tesco No Added Sugar Ginger Beer 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco Orange Zero 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco Lemonade 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Old Jamaica Ginger Beer 330Ml,£0.60,£0.18/100ml,null,soft_drink,2024-11-05
Pepsi Max No Sugar Cola Bottle 1.25L,£1.65,£0.13/100ml,£1.25 Clubcard Price,soft_drink,2024-11-05
Schweppes Lemonade 2L,£1.45,£0.07/100ml,Any 3 for £3 Clubcard Price - Schweppes Lemonade,soft_drink,2024-11-05
Coca-Cola Original Taste 1.75L,£2.49,£0.14/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Cream Soda 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco Lemon & Lime Zero 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco Classic Cola 2 Litre Bottle,£0.70,£0.04/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Cloudy Lemonade 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco No Added Sugar Cloudy Lemonade 2 Litre Bottle,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Bitter Shandy 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco No Added Sugar Pink Lemonade 330Ml,£0.55,£0.17/100ml,Any 6 for £1.80 Clubcard Price - Selected Tesco Juice Drinks 330ml,soft_drink,2024-11-05
Tesco Orange Zero 2 Litre,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
7Up Zero Lemon & Lime 2L,£2.00,£0.10/100ml,null,soft_drink,2024-11-05
Tesco Sparkling Diet Lemonade 2 Litre Bottle,£0.60,£0.03/100ml,null,soft_drink,2024-11-05
Tesco Diet Cola 2 Litre Bottle,£0.49,£0.02/100ml,null,soft_drink,2024-11-05
Tesco Xero Cola 2 Litre,£0.49,£0.02/100ml,null,soft_drink,2024-11-05
Tesco Sparkling Lemonade 2 Litre Bottle,£0.60,£0.03/100ml,null,soft_drink,2024-11-05
Tesco Xero Cola Cherry 2 Litre,£0.49,£0.02/100ml,null,soft_drink,2024-11-05
Stockwell & Co Sugar Free Lemonade 2L,£0.39,£0.02/100ml,null,soft_drink,2024-11-05
Schweppes Lemonade 12x150ml,£5.85,£0.32/100ml,£4.00 Clubcard Price,soft_drink,2024-11-05
Diet Coke No Caffeine 24x330ml,£11.00,£0.14/100ml,null,soft_drink,2024-11-05
Pepsi Max Cherry No Sugar Cola Cans 8x330ml,£3.99,£0.15/100ml,Any 2 for £6.50 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 330ml,soft_drink,2024-11-05
Coca Cola Regular 12 X 150Ml,£6.55,£0.36/100ml,£4.50 Clubcard Price,soft_drink,2024-11-05
Pepsi Max Mango 8X330ml,£3.99,£0.15/100ml,null,soft_drink,2024-11-05
Sprite Zero Sugar 8x330ml,£3.75,£0.14/100ml,Any 2 for £6.50 Clubcard Price - Selected Drinks,soft_drink,2024-11-05
Dr Pepper 8x330ml,£3.75,£0.14/100ml,Any 2 for £6.50 Clubcard Price - Selected Drinks,soft_drink,2024-11-05
Dr Pepper Zero 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Diet Pepsi Cola Bottle 2L,£1.79,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 2 Litre,soft_drink,2024-11-05
Pepsi Max No Caffeine No Sugar Cola Bottle 2L,£1.79,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 2 Litre,soft_drink,2024-11-05
Fanta Orange 8X 330Ml,£3.75,£0.14/100ml,Any 2 for £6.50 Clubcard Price - Selected Drinks,soft_drink,2024-11-05
Coca-Cola Zero Sugar Zero Caffeine 2L,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Sprite Zero Sugar 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Monster Energy Drink Ultra Rosa 500ml,£1.85,£0.37/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Barr Irn Bru 2 Litre Bottle,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Irn Bru Drink 2 Litre,soft_drink,2024-11-05
Coca-Cola Original Taste 1.25L,£1.60,£0.13/100ml,null,soft_drink,2024-11-05
Fanta Orange 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Fanta Fruit Twist 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Dr Pepper 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Fanta Lemon 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Pepsi Max Mango 1.25L,£1.65,£0.13/100ml,£1.25 Clubcard Price,soft_drink,2024-11-05
Tesco Diet Caffiene Free Cola 2 Litre,£0.70,£0.04/100ml,null,soft_drink,2024-11-05
Fanta Orange 150ml,£0.65,£0.43/100ml,Any 5 for £2.50 Clubcard Price - Selected Drinks Mini Cans 150ml,soft_drink,2024-11-05
Lipton Ice Tea Peach Bottle 1.25L,£2.20,£0.18/100ml,£1.50 Clubcard Price,soft_drink,2024-11-05
Tesco Lemon And Lime Zero 2 Litre,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Smooth Cream Soda 2 Litre,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Fiery Ginger Beer 2 Litre Bottle,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Dandelion And Burdock 2L,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco Fizzio Zero 2 Litre,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco No Added Sugar Pink Lemonade 2L,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Tesco Mango Zero 2 Litre,£0.80,£0.04/100ml,null,soft_drink,2024-11-05
Stockwell & Co Sugar Free Cola 2L,£0.39,£0.02/100ml,null,soft_drink,2024-11-05
7UP Zero Sugar Lemon & Lime Cans 24 x 330ml,£10.00,£0.13/100ml,null,soft_drink,2024-11-05
Bundaberg Ginger Beer 4 X 375Ml,£6.20,£0.41/100ml,null,soft_drink,2024-11-05
Diet Pepsi Cola Cans 24x330ml,£10.50,£0.13/100ml,null,soft_drink,2024-11-05
7UP Zero Sugar Lemon & Lime Cans 18 x 330ml,£7.75,£0.13/100ml,£5.50 Clubcard Price,soft_drink,2024-11-05
San Pellegrino Orange Soft Drink Multipack 6x330ml,£4.80,£0.24/100ml,£3.50 Clubcard Price,soft_drink,2024-11-05
San Pellegrino Lemon Soft Drink Multipack 6x330ml,£4.80,£0.24/100ml,£3.50 Clubcard Price,soft_drink,2024-11-05
Diet Coke 12 X 150Ml,£5.85,£0.32/100ml,£4.00 Clubcard Price,soft_drink,2024-11-05
Pepsi Max No Caffeine No Sugar Cola Cans 8x330ml,£3.99,£0.15/100ml,Any 2 for £6.50 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 330ml,soft_drink,2024-11-05
Diet Pepsi Cola Cans 8x330ml,£3.99,£0.15/100ml,Any 2 for £6.50 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 330ml,soft_drink,2024-11-05
Fanta Zero Fruit Twist 8x330ml,£3.75,£0.14/100ml,Any 2 for £6.50 Clubcard Price - Selected Drinks,soft_drink,2024-11-05
Barr Irn-Bru Soft Drink 8 X 330Ml,£4.20,£0.16/100ml,£3.00 Clubcard Price,soft_drink,2024-11-05
Pepsi Max Lime No Sugar Cola Bottle 2L,£1.79,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Pepsi Max Or Pepsi Diet 2 Litre,soft_drink,2024-11-05
Irn Bru Xtra 8X330ml,£4.20,£0.16/100ml,£3.00 Clubcard Price,soft_drink,2024-11-05
Irn Bru Xtra 2Ltr,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Irn Bru Drink 2 Litre,soft_drink,2024-11-05
Oasis Summer Fruits 1.5L,£1.75,£0.12/100ml,null,soft_drink,2024-11-05
Sprite 2L,£2.00,£0.10/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Diet Coke 1.25L,£1.60,£0.13/100ml,PRINGLES & Meal Deal for £2.50 Clubcard Price - Buy 1 Pringles And 1 Coke,soft_drink,2024-11-05
Vimto Regular 2 Litre Bottle,£1.65,£0.08/100ml,£1.00 Clubcard Price,soft_drink,2024-11-05
Coca-Cola Original Taste 150ml,£0.70,£0.47/100ml,null,soft_drink,2024-11-05
Coca-Cola Zero Sugar 1.25L,£1.60,£0.13/100ml,PRINGLES & Meal Deal for £2.50 Clubcard Price - Buy 1 Pringles And 1 Coke,soft_drink,2024-11-05
Diet Coke 500Ml,£1.69,£0.34/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Coca-Cola Original Taste 500ml,£1.95,£0.39/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Pepsi Max Cherry No Sugar Cola Bottle 1.25L,£1.65,£0.13/100ml,£1.25 Clubcard Price,soft_drink,2024-11-05
Dr Pepper 150ml,£0.65,£0.43/100ml,Any 5 for £2.50 Clubcard Price - Selected Drinks Mini Cans 150ml,soft_drink,2024-11-05
Diet Coke 150Ml,£0.65,£0.43/100ml,Any 5 for £2.50 Clubcard Price - Selected Drinks Mini Cans 150ml,soft_drink,2024-11-05
Coca Cola Zero Sugar 150Ml,£0.65,£0.43/100ml,Any 5 for £2.50 Clubcard Price - Selected Drinks Mini Cans 150ml,soft_drink,2024-11-05
Coca-Cola Cherry 1.75L,£2.49,£0.14/100ml,null,soft_drink,2024-11-05
Rubicon Sparkling Mango Juice Drink 330Ml Can,£0.70,£0.21/100ml,null,soft_drink,2024-11-05
Lipton Ice Tea Lemon Bottle 1.25L,£2.20,£0.18/100ml,£1.50 Clubcard Price,soft_drink,2024-11-05
Tango Orange Original Bottle 2L,£2.00,£0.10/100ml,null,soft_drink,2024-11-05
Tango Apple Sugar Free Bottle 2L,£2.00,£0.10/100ml,null,soft_drink,2024-11-05
R.White's Lemonade Cans 24x330ml,£9.50,£0.12/100ml,null,soft_drink,2024-11-05
Tango Orange Original Cans 24x330ml,£10.00,£0.13/100ml,null,soft_drink,2024-11-05
Tango Apple Sugar Free Cans 24 x 330ml,£10.00,£0.13/100ml,null,soft_drink,2024-11-05
Sprite 18x330ml,£8.00,£0.14/100ml,null,soft_drink,2024-11-05
Dr Pepper 18x330ml,£7.80,£0.13/100ml,null,soft_drink,2024-11-05
Fanta Orange 18 X 330Ml,£8.10,£0.14/100ml,null,soft_drink,2024-11-05
Cawston Press Elderflower Lemonade 4X330ml,£4.50,£0.34/100ml,null,soft_drink,2024-11-05
Coca-Cola Original Taste 4x250ml,£4.70,£0.47/100ml,"TESCO FINEST* Meal Deal for £12 Clubcard Price - Buy 1 Main, 1 Side 1 Dessert, & 1 Drink",soft_drink,2024-11-05
Pepsi Max Lime No Sugar Cola Cans 8x330ml,£3.99,£0.15/100ml,null,soft_drink,2024-11-05
Belvoir Raspberry Lemonade 75Cl (L,£3.25,£0.43/100ml,null,soft_drink,2024-11-05
Coca-Cola Cherry 8x330ml,£5.49,£0.21/100ml,null,soft_drink,2024-11-05
Coca Cola Zero 4X330ml Can,£3.35,£0.25/100ml,null,soft_drink,2024-11-05
Diet Coke 6 X 250Ml,£3.50,£0.23/100ml,null,soft_drink,2024-11-05
Coca-Cola Zero Sugar 6x250ml,£3.50,£0.23/100ml,null,soft_drink,2024-11-05
Fever Tree Sparkling Refreshingly Raspberry Lemonade soft drink 500Ml,£2.10,£0.42/100ml,£1.60 Clubcard Price,soft_drink,2024-11-05
Fever Tree Light Sicilian Lemonade 500Ml,£2.10,£0.42/100ml,£1.60 Clubcard Price,soft_drink,2024-11-05
Fanta Orange 500 M,£1.80,£0.36/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Oasis Citrus Punch 500ml,£1.90,£0.38/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Tango Apple Sugar Free Bottle 500ml,£1.60,£0.32/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Pepsi Max No Sugar Cola Bottle 500ml,£1.55,£0.31/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Dr Pepper Regular 500 M,£1.69,£0.34/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Oasis Summer Fruits 500 M,£1.90,£0.38/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Coca-Cola Zero Sugar 500ml,£1.69,£0.34/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Fanta Orange Zero 500Ml,£1.90,£0.38/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Pepsi Max Cherry No Sugar Cola Bottle 500ml,£1.55,£0.31/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Pepsi Max Lime No Sugar Cola Bottle 1.25L,£1.65,£0.13/100ml,£1.25 Clubcard Price,soft_drink,2024-11-05
Coca Cola Zero Sugar Vanilla 2L,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Coca-Cola Zero Sugar Cherry 2L,£1.85,£0.09/100ml,Any 2 for £3 Clubcard Price - Selected Drinks 2 Litre,soft_drink,2024-11-05
Rubicon Sparkling Lychee Juice Drink 330Ml Can,£0.70,£0.21/100ml,null,soft_drink,2024-11-05
Barr American Cream Soda 24X330ml,£8.40,£0.11/100ml,null,soft_drink,2024-11-05
Barr Cherryade 24 X 330Ml,£8.40,£0.11/100ml,null,soft_drink,2024-11-05
Rubicon Sparkling Mango 24 X 330Ml,£9.50,£0.12/100ml,null,soft_drink,2024-11-05
Rubicon Sparkling Passion 24X330ml,£9.50,£0.12/100ml,null,soft_drink,2024-11-05
Coca-Cola Diet Coke 4X1.5L,£5.00,£0.08/100ml,null,soft_drink,2024-11-05
Coca Cola Zero 4 X 1.5 Litre,£5.00,£0.08/100ml,null,soft_drink,2024-11-05
Coca-Cola Zero Sugar 4x250ml,£4.40,£0.44/100ml,"TESCO FINEST* Meal Deal for £12 Clubcard Price - Buy 1 Main, 1 Side 1 Dessert, & 1 Drink",soft_drink,2024-11-05
Diet Coke 4x250ml,£4.40,£0.44/100ml,"TESCO FINEST* Meal Deal for £12 Clubcard Price - Buy 1 Main, 1 Side 1 Dessert, & 1 Drink",soft_drink,2024-11-05
Rubicon Sparkling Mango Drink 18 X 330Ml,null,null,null,soft_drink,2024-11-05
Sprite 500ml,£1.90,£0.38/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Fanta Lemon 500 M,£1.80,£0.36/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Tango Orange Original Bottle 500ml,£1.60,£0.32/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Fanta Fruit Twist 500ml,£1.80,£0.36/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Diet Coke Caffeine Free 500 M,£1.69,£0.34/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Orangina 420Ml,£1.70,£0.40/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Pepsi Max Lime No Sugar Cola Bottle 500ml,£1.55,£0.31/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Lipton Ice Tea Lemon Bottle 500ml,£1.65,£0.33/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Dr Pepper Zero 500Ml,£1.70,£0.34/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Coca-Cola Zero Sugar Cherry 500ml,£1.69,£0.34/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
Harry Bromptons Black Ice Tea With Lemon & Lime 500Ml,£1.65,£0.33/100ml,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",soft_drink,2024-11-05
